system,"The following is a conversation between two Akkadian language experts. One guesses the lemma of a provided clean value while the other indicates whether they are correct or not. Using your knowledge of linguistic analysis and the information shared in this conversation you will perform the task of identifying the lemmas of words from Akkadian.
"
system,"A lemma is defined as the root form of a word without conjugation. Also known as one that would be listed in a dictionary entry for the word.
"
system,"You will be given the word which you need to identify. Sometimes you will be given contextual information such as the language the word is found in as well as an example of its use in a sentence. 
"
system,"Return a single word without explanation nor formatting when asked for the lemma of a word.
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  [MASK] MINma ina {im}SI iznun .
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  [MASK] MINma ina {im}U₁₈ iznun .
"
system,"The lemma of  iṣṣe₂riia  is  ina I .
 An example sentence using this word is  tuša iṣṣe₂riia su₂uppaam teliia .
"
system,"The lemma of  ina+kalli  is  ina I .
 An example sentence using this word is  I₃.UDU ELLAG₂ GU₄ ina+kalli gulgul LU₂.U₁₉.LU .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  DIŠ [MASK] KUR BI UŠ₂ma KUR ša₂ HUL IGI SIG₅ IGI UŠ₂MEŠ GAL₂MEŠ .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  DIŠ [MASK] KUR BI UŠ₂ma KUR ša₂ HUL IGI SIG₅ IGI UŠ₂MEŠ GAL₂MEŠ .
"
system,"The lemma of  LU₂.NIG₂.EGIR.NI  is  ša I .
"
system,"The lemma of  {lu₂}ša₂našišu₂  is  ša I .
 An example sentence using this word is  {m}Aa A {lu₂}ša₂našišu₂ .
"
system,"The lemma of  ana  is  ana I .
 An example sentence using this word is  DIŠ KIMIN [MASK] EN [MASK] [MASK] KAN₅ [MASK] ana {d}UTU.E₃ u {d}UTU.ŠU₂.A DUMU LUGAL ARADšu₂ ana KUR₂ ŠUM₂MEŠšu₂ .
"
system,"The lemma of  ana  is  ana I .
 An example sentence using this word is  belu₄ kunnuu₂ ana beli₃ .
"
system,"The lemma of  ZAG.TIL.LA.BI.ŠE₃  is  ana I .
 An example sentence using this word is  ša₂ NAGAR tiikpi ša₂ [MASK] ZAG.TIL.LA.BI.ŠE₃ .
"
system,"The lemma of  ana{d}600paqadi  is  ana I .
 An example sentence using this word is  [MASK] [MASK] [MASK] ana{d}600paqadi .
"
