system,"Using your knowledge of linguistic analysis and language processing you will perform the task of identifying the lemmas of words from ancient cuneiform languages. Ignore English lemmatization rules.
"
system,"A lemma is defined as the root form of a word without conjugation. Also known as one that would be listed in a dictionary entry for the word.
"
system,"Using your knowledge of linguistic analysis and language processing you will perform the task of identifying the lemmas of words from ancient cuneiform languages.
"
system,"""You will be given the word which you need to identify. Sometimes you will be given contextual information"
system,"Return a single word without explanation nor formatting when asked for the lemma of a word.
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  ina tamhuuṣ kakku .
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  qarradu ša₂ ina agii .
"
system,"The lemma of  iṣṣe₂riia  is  ina I .
 An example sentence using this word is  tuša iṣṣe₂riia su₂uppaam teliia .
"
system,"The lemma of  ina+kalli  is  ina I .
 An example sentence using this word is  I₃.UDU ELLAG₂ GU₄ ina+kalli gulgul LU₂.U₁₉.LU .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  ša₂ šinni itaadduu₂ .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  mannu ša₂ TUM₃ u₃ MUšu₂ itti MUia .
"
system,"The lemma of  LU₂.NIG₂.EGIR.NI  is  ša I .
"
system,"The lemma of  {lu₂}ša₂našišu₂  is  ša I .
 An example sentence using this word is  {m}Aa A {lu₂}ša₂našišu₂ .
"
system,"The lemma of  u  is  u I .
 An example sentence using this word is  u šutaduraku .
"
system,"The lemma of  DUMU  is  māru I .
 An example sentence using this word is  ezzeet šamrat ilat namurrat ezzeet EN₂ DUMU {d}anim .
"
system,"The lemma of  E₂  is  bītu I .
 An example sentence using this word is  ana E₂ MANma .
"
system,"The lemma of  GARan  is  šakānu I .
 An example sentence using this word is  GARan .
"
system,"The lemma of  ŠA₃  is  libbu I .
 An example sentence using this word is  ina ŠA₃ .
"
system,"The lemma of  ŠA₃  is  libbu I .
 An example sentence using this word is  DIŠ SI ŠA₃ .
"
system,"The lemma of  lib₃bušu₂nu  is  libbu I .
 An example sentence using this word is  lib₃bušu₂nu KA₂ .
"
system,"The lemma of  liibbišunu  is  libbu I .
 An example sentence using this word is  ina liibbišunu GURUŠ .
"
system,"The lemma of  DINGIRMEŠ  is  ilu I .
 An example sentence using this word is  DINGIRMEŠ šuuzkiršunutima .
"
system,"The lemma of  U₄  is  ūmu I .
 An example sentence using this word is  ITI.KIN U₄ .
"
system,"The lemma of  GIM  is  kīma I .
 An example sentence using this word is  GIM .
"
system,"The lemma of  EN  is  bēlu I .
 An example sentence using this word is  A NENNI IR₃kunu atta {d}UTU EN dinim .
"
system,"The lemma of  ul  is  ul I .
 An example sentence using this word is  ina DINGIRMEŠ kiššat daad₂me ul u₂mašša₂luka .
"
system,"The lemma of  IGI  is  pānu I .
 An example sentence using this word is  ina IGI DINGIRtika GALti .
"
system,"The lemma of  IGI  is  pānu I .
 An example sentence using this word is  ana IGI {d}UTU GI.DU₈ .
"
system,"The lemma of  panu(AŠ)u₂a  is  pānu I .
 An example sentence using this word is  šiiru limmir panu(AŠ)u₂a padanu ina .
"
system,"The lemma of  panikunuma  is  pānu I .
 An example sentence using this word is  liter panikunuma .
"
system,"The lemma of  IGI  is  amāru I .
 An example sentence using this word is  u IB₂.TAK₄ME KUR ša₂ HUL IGI SIG₅ IGI UŠ₂MEŠ GAL₂MEŠ .
"
system,"The lemma of  IGI  is  amāru I .
 An example sentence using this word is  ina MU BI KUR ša₂ HUL IGI SIG₅ IGI KUR₂ ina KUR GAL₂ .
"
system,"The lemma of  limuruʾiinnima  is  amāru I .
 An example sentence using this word is  limuruʾiinnima lihduu₂ panišuun .
"
system,"The lemma of  imurušu₂nutu₂  is  amāru I .
 An example sentence using this word is  šuputu₄ MULMEŠ ahutu₄ ša₂ ini la imurušu₂nutu₂ .
"
system,"The lemma of  KUR₂  is  nakru I .
 An example sentence using this word is  kima biibbuli KUR₂ .
"
system,"The lemma of  KUR₂  is  nakru I .
 An example sentence using this word is  kima biibbuli KUR₂ .
"
system,"The lemma of  nak(EME)rat  is  nakru I .
 An example sentence using this word is  SU₃ME haaš₂ša₂a tahsuus nak(EME)rat EME .
"
system,"The lemma of  {lu₂}KUR₂(KUR)  is  nakru I .
 An example sentence using this word is  BE izbu GIR₃šu₂ ša₂ kuriaat {lu₂}KUR₂(KUR) NUN ina kiši₂ittišu₂ .
"
system,"The lemma of  GUB  is  izuzzu I .
 An example sentence using this word is  ina IGIša₂ GUB .
"
system,"The lemma of  GUB  is  izuzzu I .
 An example sentence using this word is  {mul}SAG.ME.GAR ana US₂ma ina ziiqtiša₂ GUB .
"
system,"The lemma of  u₂ša₂azzaazma  is  izuzzu I .
 An example sentence using this word is  naši u₂ša₂azzaazma itti .
"
system,"The lemma of  ulziizzaanni  is  izuzzu I .
 An example sentence using this word is  iaaši abi {d}naannaru ulziizzaanni šutabuul tereeti azzaaz .
"
system,"The lemma of  ŠUBdi  is  nadû III .
 An example sentence using this word is  ŠUBdi .
"
system,"The lemma of  ŠUBdi  is  nadû III .
 An example sentence using this word is  ŠUBdi .
"
system,"The lemma of  u₂šaaddiaannima  is  nadû III .
 An example sentence using this word is  erešaam u₂šaaddiaannima .
"
system,"The lemma of  ittanamduu₂  is  nadû III .
"
system,"The lemma of  DU  is  alāku I .
 An example sentence using this word is  KUR dannata kibraati KURMEŠ kii 1niš KI ERIN₂ KUR₂ DU .
"
system,"The lemma of  EN₂  is  šiptu I .
 An example sentence using this word is  EN₂ .
"
system,"The lemma of  EN₂  is  šiptu I .
 An example sentence using this word is  EN₂ .
"
system,"The lemma of  šipatkunu  is  šiptu I .
 An example sentence using this word is  idaama šipatkunu ša₂ bulṭi .
"
system,"The lemma of  šiiptika  is  šiptu I .
 An example sentence using this word is  šiiptika ullilma .
"
system,"The lemma of  KIMIN  is  ašru III .
 An example sentence using this word is  {im}SI.SA₂ KIMIN LUGAL KIMIN {im}KUR.RA KIMIN LUGAL SU.BIR₄{ki} KIMIN .
"
system,"The lemma of  KIMIN  is  ašru III .
 An example sentence using this word is  DIŠ ina la ŠIDMEŠšu₂ KAN₅ UŠ₂MEŠ ina KUR GAL₂MEŠ LUGAL KI LUGAL ŠUBti₃ UNME KIMIN ERIN₂ni LUGAL .
"
system,"The lemma of  aš₂ratikunu  is  ašru III .
 An example sentence using this word is  aš₂ratikunu lequu parṣikuun .
"
system,"The lemma of  aš₂ruuššu₂  is  ašru III .
 An example sentence using this word is  ihhazu tubqaati GIG naqdu iturru aš₂ruuššu₂ .
"
system,"The lemma of  URU  is  ālu I .
 An example sentence using this word is  LUGAL KUR₂ ZIma URU u {giš}GU.ZA ana DU₆ u karme GUR .
"
system,"The lemma of  A  is  mû I .
 An example sentence using this word is  SILA₃ PA A GAZI{sar} SILA₁₁aš .
"
system,"The lemma of  ŠU  is  qātu I .
 An example sentence using this word is  {na₄}IGIMEŠ ina ŠU 15šu₂ KEŠ₂ .
"
system,"The lemma of  GALMEŠ  is  rabû I .
 An example sentence using this word is  ṣaaddi DINGIRMEŠ GALMEŠ .
"
