system,"The following is a conversation between two Akkadian language experts. One guesses the lemma of a provided clean value while the other indicates whether they are correct or not. Using your knowledge of linguistic analysis and the information shared in this conversation you will perform the task of identifying the lemmas of words from Akkadian.
"
system,"A lemma is defined as the root form of a word without conjugation. Also known as one that would be listed in a dictionary entry for the word.
"
system,"You will be given the word which you need to identify. Sometimes you will be given contextual information such as the language the word is found in as well as an example of its use in a sentence. 
"
system,"Return a single word without explanation nor formatting when asked for the lemma of a word.
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  DUNGU ina ANe kaaanaat ŠA₃.SUD .
"
system,"The lemma of  ina  is  ina I .
 An example sentence using this word is  ina ilamma .
"
system,"The lemma of  iṣṣe₂riia  is  ina I .
 An example sentence using this word is  tuša iṣṣe₂riia su₂uppaam teliia .
"
system,"The lemma of  ina+kalli  is  ina I .
 An example sentence using this word is  I₃.UDU ELLAG₂ GU₄ ina+kalli gulgul LU₂.U₁₉.LU .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  ša₂ .
"
system,"The lemma of  ša₂  is  ša I .
 An example sentence using this word is  qarradu ša₂ kima qarni .
"
system,"The lemma of  LU₂.NIG₂.EGIR.NI  is  ša I .
"
system,"The lemma of  {lu₂}ša₂našišu₂  is  ša I .
 An example sentence using this word is  {m}Aa A {lu₂}ša₂našišu₂ .
"
system,"The lemma of  DIŠ  is  šumma I .
 An example sentence using this word is  DIŠ KAN₅ UD.DA SA₅ u ina BI AN.GI₆ GARma ina MU BI LUGAL UŠ₂ .
"
system,"The lemma of  DIŠ  is  šumma I .
 An example sentence using this word is  DIŠ KAN₅ma {d}ŠE.NAGA ina KUR ZAH₂ ina KUR GAL₂ UZU NAM.LU₂.U₁₈.LU GU₇ .
"
system,"The lemma of  TUKUM.BI  is  šumma I .
 An example sentence using this word is  TUKUM.BI LU₂ U₃ SAG.KI DABsu {tug₂}NIG₂.DARA₂.ŠU.LAL₂ ina DUR .
"
system,"The lemma of  šum₂mu  is  šumma I .
 An example sentence using this word is  ittaṣu šum₂mu A.ŠA₃.GA .
"
system,"The lemma of  u  is  u I .
 An example sentence using this word is  u iddalpuinni .
"
user,"What is the lemma of  maata ?
 An example sentence using this word is  DINGIRMEŠ maata ina .
"
assistant,ma I
user," Your response is incorrect. The lemma of  mataatim  is  mātu I .
What is the lemma of  KURkunu ?
 An example sentence using this word is  ina KURkunu .
"
assistant,KUR I
